543ODP677AODP 677 Planktonic O-18
Size fraction: medium
ODP 677A 1 deg 12.138' N 83 deg 44' W water depth 3472.3 m
ODP 677B 1 deg 13.006' N 83 deg 43.392' W water depth 3446.8 m
see also proc ODP sci res, vol 111, p227 ff
ages are by astronomical correlation.
Agemodel for 677 27.04.89
format(A16,f8.2,f9.4,A12,f8.2)
sample ID, depth age, species planktonic 18O
A 87/1397ODP677A   16.54   0.4090   GRUBER C    -2.34
A 87/1398ODP677A   16.64   0.4120   GRUBER C    -2.03
A 87/1432ODP677A   16.74   0.4140   GRUBER C    -1.68
A 87/1400ODP677A   16.84   0.4160   GRUBER C    -1.59
A 87/1434ODP677A   16.84   0.4160   GRUBER C    -1.45
A 87/1401ODP677A   16.93   0.4180   GRUBER C    -0.51
A 87/1402ODP677A   17.03   0.4200   GRUBER C    -0.64
A 87/1403ODP677A   17.35   0.4270   GRUBER C    -0.46
A 87/1404ODP677A   17.45   0.4290   GRUBER C    -0.63
A 87/1405ODP677A   17.55   0.4320   GRUBER C    -0.91
A 87/1406ODP677A   17.65   0.4340   GRUBER C    -0.75
A 87/1436ODP677A   17.75   0.4370   GRUBER C    -0.87
A 87/1438ODP677A   17.85   0.4390   GRUBER C    -0.67
A 87/1409ODP677A   17.92   0.4410   GRUBER C    -1.13
A 87/1440ODP677A   17.92   0.4410   GRUBER C    -0.83
A 87/1410ODP677A   18.05   0.4440   GRUBER C    -1.10
A 87/1411ODP677A   18.15   0.4470   GRUBER C    -1.11
A 87/1412ODP677A   18.23   0.4490   GRUBER C    -1.08
A 87/1413ODP677A   18.35   0.4520   GRUBER C    -1.44
A 87/1414ODP677A   18.41   0.4530   GRUBER C    -1.35
A 87/1415ODP677A   18.45   0.4540   GRUBER C    -1.40
A 87/1416ODP677A   18.55   0.4570   GRUBER C    -1.23
A 87/1441ODP677A   18.65   0.4590   GRUBER C    -1.48
A 87/1418ODP677A   18.75   0.4630   GRUBER C    -1.31
A 89/ 280ODP677A   18.75   0.4630   GRUBER C    -1.34
A 87/1419ODP677A   18.85   0.4660   GRUBER C    -1.00
A 89/ 281ODP677A   18.85   0.4660   GRUBER C    -1.35
A 87/1421ODP677A   18.95   0.4700   GRUBER C    -1.14
A 89/ 282ODP677A   18.95   0.4700   GRUBER C    -1.70
A 87/1422ODP677A   19.05   0.4740   GRUBER C    -1.88
A 89/ 283ODP677A   19.05   0.4740   GRUBER C    -1.91
A 87/1423ODP677A   19.15   0.4770   GRUBER C    -1.55
A 89/ 284ODP677A   19.15   0.4770   GRUBER C    -1.90
A 87/1424ODP677A   19.25   0.4810   GRUBER C    -2.04
A 89/ 285ODP677A   19.25   0.4810   GRUBER C    -2.05
A 87/1425ODP677A   19.35   0.4840   GRUBER C    -1.78
A 89/ 286ODP677A   19.35   0.4840   GRUBER C    -1.99
A 87/1426ODP677A   19.42   0.4870   GRUBER C    -1.62
A 89/ 287ODP677A   19.42   0.4870   GRUBER C    -1.84
A 87/1427ODP677A   19.55   0.4910   GRUBER C    -1.33
A 89/ 288ODP677A   19.55   0.4910   GRUBER C    -1.73
A 87/1428ODP677A   19.65   0.4940   GRUBER C    -1.66
A 89/ 289ODP677A   19.65   0.4940   GRUBER C    -1.61
A 87/1429ODP677A   19.73   0.4970   GRUBER C    -1.30
A 89/ 290ODP677A   19.73   0.4970   GRUBER C    -1.73
A 87/1430ODP677A   19.85   0.5010   GRUBER C    -1.69
A 89/ 291ODP677A   19.85   0.5010   GRUBER C    -1.84
A 87/1442ODP677A   19.95   0.5030   GRUBER C    -1.62
A 87/1443ODP677A   20.05   0.5050   GRUBER C    -1.50
A 87/1444ODP677A   20.15   0.5070   GRUBER C    -1.53
A 87/1445ODP677A   20.25   0.5090   GRUBER C    -1.30
A 87/1446ODP677A   20.35   0.5120   GRUBER C    -1.17
A 87/1447ODP677A   20.45   0.5140   GRUBER C    -1.32
A 87/1448ODP677A   20.55   0.5170   GRUBER C    -1.34
A 87/1449ODP677A   20.65   0.5190   GRUBER C    -1.40
